20439	5745	10615	15886	24772	317
20441	5747	10617	15887	24774	319
20442	5748	10618	15888	24775	320
20443	5749	10619	15889	24776	321
20444	5750	10620	15890	24777	322
20445	5751	10621	15891	24778	323
20446	5753	10629	15892	24779	324
20447	5754	10630	15893	24780	325
20448	5755	10631	15894	24781	326
20449	5756	10632	15895	24782	327
20450	5766	10635	15896	24790	328
20451	5767	10636	15897	24791	329
20452	5768	10637	15898	24792	330
20453	5769	10638	15899	24793	331
20454	5770	10639	15900	24794	332
20455	5771	10640	15901	24795	333
20456	5772	10641	15902	24796	334
20457	5773	10642	15903	24797	335
20458	5774	10643	15904	24798	336
20459	5775	10644	15905	24799	337
20460	5776	10645	15906	24800	338
20461	5777	10646	15907	24801	339
20462	5778	10647	15908	24802	340
20463	5779	10648	15909	24803	341
20465	5781	10650	15911	24805	343
20466	5782	10651	15914	24806	344
20467	5783	10652	15915	24807	345
20468	5784	10653	15916	24808	346
20469	5786	10655	15918	24810	348
20470	5787	10656	15919	24811	349
20471	5788	10657	15920	24812	350
20472	5789	10658	15921	24813	351
20473	5790	10659	15922	24814	352
20474	5791	10660	15923	24816	353
20479	5815	10666	15939	24820	1103
20480	5817	10667	15940	24821	3640
20481	5818	10668	15941	24822	356
20482	5819	10669	15942	24823	357
20483	5820	10670	15943	24824	364
20484	5821	10671	15944	24825	365
20485	5822	10672	15945	24826	366
20486	5823	10673	15946	24827	368
20487	5825	10675	15947	24830	369
20488	5826	10676	15948	24831	370
20489	5827	10677	15949	24832	371
20490	5828	10678	15950	24833	372
20491	5829	10679	15951	24834	373
20493	5830	10680	15952	24835	374
20494	5831	10681	15953	24836	375
20495	5832	10682	15954	24837	376
20496	5833	10683	15955	24838	377
20497	5834	10684	15956	24839	381
20499	5835	10686	15957	24841	382
20500	5836	10687	15958	24842	383
20501	5837	10688	15959	24843	384
20502	5838	10689	15960	24844	385
20503	5839	10690	15961	24845	389
20504	5840	10691	15962	24846	390
20506	5841	10693	15963	24847	391
20510	5842	10694	15964	24848	392
20511	5843	10695	15965	24849	393
20512	5844	10696	15966	24850	394
20513	5845	10697	15967	24851	3850
20514	5846	10698	15968	24852	3849
20515	5847	10699	15969	24853	396
20516	5848	10700	15970	24854	397
20517	5849	10701	15971	24855	398
20518	5850	10702	15972	24856	399
20519	5851	10703	15973	24857	400
20523	5854	10708	15975	24859	1953
20541	5855	10727	15976	24860	402
20542	5856	10728	15977	24861	403
20543	5858	10729	15980	24862	404
20544	5859	10730	15981	24863	405
20545	5860	10731	15982	24864	406
20547	5861	10735	15986	24865	407
20548	5862	10736	15987	24866	408
20595	6007	10757	17771	24869	302
20599	6029	10771	17756	24875	2277
20603	6064	10773	17729	24889	4343
20605	6066	10775	17727	24890	4345
20606	6067	10776	17726	24891	4346
20608	6068	10778	17725	24892	2776
20609	6069	10779	17724	24893	2775
20610	6070	10780	17723	24894	2774
20611	6071	10781	17722	24895	4347
20613	6073	10783	17720	24896	4348
20614	6074	10784	17719	24897	4349
20615	6075	10785	17718	24898	4350
20616	6076	10786	17717	24899	2397
20629	6624	10803	17690	24917	1676
20631	6116	10804	17689	24918	3563
20642	6118	10815	17686	24930	832
20643	6119	10816	17685	24931	248
20644	6120	10817	17684	24932	424
20645	6121	10818	17683	24933	427
20647	6124	10821	17680	24939	431
20649	6126	10823	17678	24941	432
20650	6127	10824	17677	24942	433
20651	6128	10825	17676	24943	434
20653	6130	10827	17674	24945	436
20654	6131	10828	17673	24946	437
20655	6132	10829	17672	24947	438
20656	6133	10830	17671	24948	439
20658	6135	10833	17670	24951	440
20659	6136	10834	17669	24952	441
20660	6137	10835	17668	24953	442
20661	6138	10836	17667	24954	443
20662	6139	10841	17666	24955	444
20671	6142	10849	17664	24956	447
20672	6143	10850	17663	24957	448
20673	6144	10851	17662	24958	449
20674	6145	10852	17661	24959	450
20676	6146	10853	17660	24960	451
20677	6147	10854	17659	24961	452
20678	6148	10855	17658	24962	453
20679	6149	10856	17657	24963	454
20680	6150	10857	17656	24964	456
20681	6151	10858	17655	24965	457
20682	6152	10860	17654	24966	458
20683	6153	10861	17653	24967	460
20684	6154	10862	17652	24968	461
20685	6155	10863	17651	24969	462
20686	6156	10864	17650	24970	463
20687	6157	10865	17649	24971	464
20688	6158	10866	17648	24975	465
20689	6160	10867	17647	24976	466
20691	6162	10873	17645	24981	469
20693	6163	10874	17644	24982	470
20694	6164	10875	17643	24983	471
20695	6165	10876	17642	24984	472
20696	6166	10877	17641	24985	473
20697	6167	10878	17640	24986	474
20702	6169	10883	17636	24991	477
20703	6170	10884	17635	24992	478
20704	6171	10885	17634	24993	479
20705	6172	10886	17633	24994	480
20706	6173	10887	17632	24995	481
20708	6175	10889	17630	24996	483
20715	6176	10890	17629	24998	485
20717	6178	10892	17628	25001	487
20718	6179	10893	17627	25002	488
20719	6180	10894	17626	25003	489
20720	6181	10895	17625	25004	490
20727	6186	10911	17623	25008	495
20730	6187	10913	17622	25009	496
20731	6188	10914	17621	25010	497
20732	6189	10915	17620	25011	498
20733	6190	10916	17619	25012	499
20735	6192	10918	17618	25014	501
20736	6193	10919	17617	25015	502
20737	6194	10920	17616	25016	503
20741	6195	10921	17612	25017	505
20742	6196	10922	17611	25018	506
20743	6197	10923	17610	25019	507
20744	6198	10924	17609	25020	508
20745	6199	10925	17608	25021	509
20746	6200	10926	17607	25022	510
20747	6201	10927	17606	25023	511
20749	6203	10929	17605	25025	513
20750	6204	10930	17604	25026	514
20751	6205	10931	17603	25027	515
20752	6207	10932	17602	25028	516
20753	6208	10933	17601	25029	517
20754	6209	10934	17600	25030	518
20756	6211	10936	17598	25032	521
20757	6212	10948	17597	25037	524
20758	6213	10949	17596	25042	526
20759	6214	10950	17595	25043	527
20760	6215	10951	17594	25044	528
20761	6216	10952	17593	25045	853
20762	6217	10954	17592	25046	531
20763	6218	10955	17591	25047	532
20765	6220	10957	17589	25049	539
20766	6221	10958	17588	25050	540
20767	6222	10959	17587	25051	541
20768	6223	10960	17586	25052	542
20769	6224	10961	17585	25053	543
20775	6242	10968	17578	25064	544
20776	6243	10969	17577	25065	548
20777	6244	10970	17576	25066	549
20778	6245	10971	17575	25067	550
20779	6246	10972	17574	25068	551
20780	6247	10973	17573	25069	552
20781	6250	10974	17571	25070	555
20782	6254	10977	17570	25071	557
20783	6255	10978	17569	25072	558
20784	6256	10979	17568	25073	559
20785	6257	10980	17567	25074	560
20786	6258	10981	17566	25075	561
20787	6259	10982	17565	25076	562
20799	6276	10997	17554	25093	563
20801	6277	10998	17550	25094	716
20802	6278	10999	17544	25095	727
20806	6280	11001	17542	25097	741
20811	6284	11003	17539	25098	737
20812	6285	11004	17538	25099	738
20813	6286	11005	17537	25100	739
20814	6287	11006	17536	25101	740
20815	6288	11007	17535	25103	742
20816	6289	11008	17534	25104	745
20818	6290	11009	17533	25105	746
20819	6291	11010	17532	25106	3000
20821	6293	11012	17530	25108	1157
20822	6294	11013	17529	25109	2710
20823	6297	11014	17521	25110	4598
20824	6298	11015	17520	25111	797
20825	6302	11017	17517	25113	2756
20827	6304	11019	17515	25116	1866
20828	6305	11020	17514	25117	1865
20830	6306	11021	17512	25120	798
20831	6307	11022	17511	25121	799
20832	6308	11023	17510	25122	801
20833	6309	11024	17509	25123	802
20834	6310	11025	17508	25124	803
20835	6311	11026	17507	25125	804
20836	6312	11027	17506	25126	805
20842	6317	11038	17502	25133	883
20843	6319	11039	17501	25134	889
20844	6320	11040	17500	25135	904
20845	6321	11041	17499	25136	907
20851	6373	11046	17451	25141	913
20853	6375	11048	17449	25143	915
20856	6377	11051	17447	25145	917
20857	6378	11052	17446	25146	918
20858	6379	11053	17445	25147	919
20859	6380	11054	17444	25148	920
20860	6381	11055	17443	25149	921
20861	6382	11056	17442	25150	922
20862	6383	11057	17441	25151	923
20863	6384	11058	17440	25152	924
20864	6387	11062	17438	25155	925
20865	6388	11063	17437	25156	926
20866	6389	11064	17436	25157	927
20867	6390	11065	17435	25158	928
20868	6391	11066	17434	25159	929
20869	6392	11067	17433	25160	930
20871	6394	11069	17431	25162	933
20872	6395	11070	17413	25163	934
20873	6396	11071	17412	25164	935
20874	6397	11072	17411	25165	940
20875	6398	11073	17410	25166	941
20876	6400	11074	17408	25167	942
20877	6401	11075	17407	25168	943
20878	6402	11076	17406	25169	944
20880	6404	11077	17403	25171	945
20882	6405	11079	17401	25173	947
20883	6406	11080	17400	25174	948
20884	6407	11081	17399	25175	949
20886	6408	11083	17398	25177	950
20887	6409	11084	17397	25178	951
20888	6410	11090	17396	25239	952
20889	6411	11092	17395	25240	953
20890	6412	11093	17394	25241	954
20891	6413	11094	17393	25242	955
20892	6414	11095	17392	25243	958
20893	6415	11096	17391	25244	959
20895	6417	11098	17389	25246	961
20896	6418	11099	17388	25247	962
20897	6419	11100	17387	25248	963
20902	6423	11104	17383	25253	965
20906	6424	11106	17381	25262	966
20907	6425	11109	17380	25263	967
20908	6426	11110	17379	25264	968
20909	6427	11111	17378	25265	969
20911	6429	11113	17376	25267	971
20912	6430	11114	17375	25268	972
20914	6431	11116	17374	25269	973
20915	6432	11117	17373	25270	974
20916	6433	11118	17372	25271	975
20917	6434	11119	17371	25272	976
20918	6435	11120	17370	25273	977
20919	6436	11121	17369	25274	978
20920	6437	11122	17368	25275	982
20921	6438	11123	17367	25276	983
20922	6439	11124	17366	25277	984
20923	6440	11125	17365	25278	985
20924	6441	11126	17364	25279	986
20925	6442	11127	17363	25280	987
20926	6443	11128	17362	25281	988
20927	6444	11129	17361	25282	989
20929	6446	11131	17360	25285	991
20930	6447	11132	17359	25286	992
20931	6448	11133	17358	25287	993
20932	6449	11134	17357	25288	994
20934	6450	11136	17355	25290	996
20935	6456	11140	17354	25291	997
20936	6457	11199	17337	25292	999
20949	6462	11200	17332	25298	1005
20950	6463	11201	17331	25299	1006
20951	6464	11202	17330	25300	1007
20952	6465	11203	17329	25301	1008
20953	6466	11204	17328	25302	1009
20954	6467	11205	17327	25303	1010
20955	6468	11206	17326	25304	1011
20956	6469	11207	17325	25305	1012
20957	6470	11208	17324	25306	1013
20958	6471	11209	17323	25307	1016
20959	6472	11210	17322	25308	1017
20960	6473	11211	17321	25309	1018
20961	6474	11212	17320	25310	1019
20962	6475	11213	17319	25311	1020
20963	6476	11214	17318	25312	1021
20964	6477	11215	17317	25313	1022
20965	6478	11216	17316	25314	1023
20966	6479	11217	17315	25315	1024
20967	6480	11218	17314	25316	1025
20969	6481	11220	17312	25318	1027
20970	6482	11221	17311	25319	1028
20971	6483	11222	17310	25320	1029
20972	6486	11225	17309	25321	1030
20973	6487	11226	17308	25322	1031
20974	6488	11227	17307	25323	1032
21009	6509	11258	17269	25346	2400
21010	6510	11259	17268	25347	2068
21011	6511	11260	17267	25348	1045
21023	6524	11265	17254	25353	2140
21026	6530	11266	17248	25357	2136
21035	6535	11274	17243	25362	1178
21036	6536	11275	17242	25363	1179
21037	6537	11276	17241	25364	1180
21038	6538	11277	17240	25365	2637
21049	6541	11288	17230	25376	1106
21050	6542	11289	17229	25377	1107
21051	6543	11290	17228	25378	1108
21052	6544	11291	17227	25379	1109
21053	6545	11292	17226	25380	1111
21054	6546	11293	17223	25381	1119
21055	6547	11294	17222	25382	1121
21056	6548	11295	17221	25383	1123
21057	7718	11296	17220	25384	1124
21060	6550	11299	17217	25387	1130
21061	6551	11300	17216	25388	1131
21062	6552	11301	17215	25389	1133
21063	6553	11302	17214	25390	1134
21064	6554	11303	17213	25391	2035
21067	6556	11306	17211	25393	2030
21068	6557	11307	17210	25394	2029
21070	6559	11309	17208	25395	2027
21087	6563	11325	17190	25406	1137
21088	6564	11328	17189	25407	1138
21089	6565	11329	17188	25408	1139
21090	6566	11330	17187	25409	1140
21091	6567	11331	17186	25410	1141
21092	6568	11332	17185	25411	1142
21093	6569	11333	17184	25412	1143
21094	6570	11334	17183	25413	1144
21095	6571	11335	17182	25414	1145
21096	6572	11336	17181	25415	1146
21097	6573	11337	17180	25416	1147
21098	6574	11338	17179	25417	1148
21099	6575	11339	17178	25418	1149
21100	6576	11340	17177	25419	1150
21101	6577	11341	17176	25420	1151
21102	6578	11342	17175	25421	1152
21104	6579	11344	17173	25423	1164
21105	6580	11345	17172	25424	1165
21106	6581	11346	17171	25425	1166
21107	6582	11347	17170	25426	1167
21108	6583	11348	17169	25427	1168
21109	6584	11349	17168	25428	1169
21110	6585	11350	17167	25429	1170
21111	6586	11351	17166	25430	1171
21112	6589	11352	17165	25431	646
21114	6592	11354	17163	25436	1431
21115	6593	11355	17162	25437	1247
21117	6595	11356	17160	25439	1250
21118	6596	11357	17159	25440	1251
21119	6597	11358	17158	25441	1252
21120	6598	11359	17157	25442	1253
21121	6599	11360	17156	25443	1254
21125	6603	11361	17154	25458	1255
21126	6604	11362	17153	25459	1259
21127	6605	11364	17152	25464	1260
21128	6606	11365	17151	25465	1261
21129	6607	11366	17149	25466	1263
21130	6608	11369	17147	25468	1265
21131	6609	11370	17146	25469	1266
21132	6610	11371	17145	25470	1267
21134	6614	11373	17144	25473	1277
21135	6615	11374	17143	25474	1279
21136	6616	11375	17142	25475	1280
21137	6617	11377	17141	25476	1282
21138	6618	11378	17140	25477	1283
21176	7849	12011	16206	26061	1989
21177	7848	12010	16207	26060	1988
21178	7847	12009	16208	26059	1987
21181	7846	12008	16209	26058	1986
21182	7845	12007	16210	26057	1984
21183	7844	12006	16211	26056	1983
21186	6804	12182	16909	25501	2261
21187	7842	12002	16212	26054	1981
21189	7840	12000	16213	26052	1979
21190	7839	11999	16214	26051	1978
21191	7837	11998	16215	26050	1975
21192	7836	11997	16216	26049	1974
21194	7835	11996	16217	26048	1104
21196	7833	11994	16219	26046	1378
21206	7774	11979	16289	26031	1231
21207	7773	11978	16290	26030	1233
21208	7772	11977	16291	26029	1234
21209	7770	11976	16293	26028	1244
21210	7769	11975	16294	26027	1235
21211	7768	11974	16295	26026	1236
21212	7767	11973	16296	26025	1237
21213	7766	11972	16297	26024	1238
21214	7765	11971	16298	26023	1239
21215	7764	11970	16299	26022	1240
21216	7763	11969	16300	26021	1241
21217	7762	11968	16301	26020	1242
21218	7761	11967	16302	26019	1243
21222	7760	11966	16303	26018	2134
21223	7759	11965	16304	26017	2132
21225	7756	11964	16308	26014	367
21226	7749	11963	16315	26007	2121
21227	7748	11962	16316	26006	2120
21228	7747	11961	16317	26005	2119
21229	7746	11960	16318	26004	2118
21230	7744	11959	16319	26003	2106
21231	7743	11958	16320	26002	2105
21232	7742	11957	16321	26001	2104
21233	7741	11956	16322	26000	2103
21236	7738	11954	16325	25999	1947
21237	7737	11953	16326	25998	1946
21238	7736	11952	16327	25997	1945
21239	7735	11951	16328	25996	1944
21240	7734	11950	16329	25995	1943
21241	7733	11949	16330	25994	1940
21242	7731	11948	16331	25992	1939
21243	7730	11947	16332	25991	1938
21247	7727	11945	16333	25989	1935
21248	7726	11944	16334	25988	1934
21249	7725	11943	16335	25987	1933
21250	7724	11942	16336	25986	1932
21251	7723	11941	16337	25985	1931
21252	7721	11939	16339	25984	1930
21253	7720	11938	16340	25983	1929
21256	7716	11936	16343	25981	1915
21258	6730	11934	16345	25979	1912
21259	6732	11933	16346	25977	1911
21260	6733	11932	16347	25976	1909
21261	6735	11930	16349	25975	1907
21265	6746	11925	16424	25969	1905
21266	6747	11924	16425	25968	1904
21267	6748	11923	16426	25967	1903
21268	6749	11922	16427	25966	1902
21271	6751	11919	16428	25963	1899
21272	6752	11918	16429	25962	1898
21274	6755	11917	16430	25961	1895
21275	6756	11916	16431	25960	1894
21276	6757	11915	16432	25959	1893
21277	6759	11914	16433	25958	1892
21278	6760	11913	16434	25957	1891
21279	6761	11912	16435	25956	1890
21280	6762	11911	16436	25955	1889
21284	6764	11907	16439	25951	1887
21285	6765	11906	16440	25950	1886
21286	6766	11905	16441	25949	1885
21287	6767	11904	16442	25948	1874
21288	6768	11903	16443	25947	1873
21289	6769	11902	16444	25946	1870
21290	6770	11901	16445	25945	1869
21292	6772	11899	16447	25943	1867
21295	7198	11897	16450	25941	3904
21297	6774	11896	16451	25940	1860
21301	6779	11890	16460	25937	1852
21302	6780	11889	16461	25936	1851
21303	6781	11888	16462	25935	1850
21304	6807	11887	16463	25934	1849
21305	6808	11886	16464	25933	1848
21315	6814	11885	16469	25932	1844
21316	6815	11884	16470	25931	1843
21317	6816	11883	16471	25930	1842
21318	6817	11882	16472	25929	1841
21332	6819	11879	16486	25909	1839
21333	6820	11878	16487	25908	1838
21334	6823	11877	16488	25907	1837
21335	6825	11875	16490	25906	1836
21336	6826	11874	16491	25905	1835
21337	6827	11873	16492	25904	1834
21342	6829	11872	16493	25903	1832
21346	7033	11856	16920	25901	1798
21347	7034	11855	16918	25900	1797
21348	7035	11854	16917	25899	1796
21353	7040	11853	16912	25898	3046
21356	6950	11851	16518	25889	1828
21358	6951	11850	16519	25888	2039
21359	6952	11849	16520	25887	1826
21389	6953	11847	16351	25882	1285
21391	6956	11846	16529	25880	1824
21392	6957	11844	16531	25878	1822
21393	6958	11843	16532	25877	1821
21394	6959	11842	16835	25876	1820
21395	6961	11841	16834	25873	1817
21396	6962	11840	16833	25872	1816
21397	6963	11839	16832	25871	1815
21425	6984	11837	16766	25863	1814
21426	6985	11836	16765	25862	1813
21436	7476	11819	16721	25849	979
21442	7469	11803	16712	25842	243
21443	7468	11802	16709	25841	3033
21445	7465	11801	16706	25838	1477
21446	7464	11800	16705	25837	1478
21451	7456	11793	16537	25833	2089
21456	7451	11792	16541	25828	2980
21460	7442	11785	16551	25821	2359
21461	7441	11784	16552	25820	2360
21462	7439	11783	16554	25818	2204
21465	7433	11780	16557	25816	4351
21474	7412	11776	16575	25813	573
21483	7396	11765	16586	25802	1316
21489	7376	11760	16596	25795	820
21529	7353	11721	16664	25766	2272
21532	7154	11720	16670	25763	2612
21533	7153	11719	16671	25762	3395
21535	7151	11717	16674	25760	810
21537	7138	11716	16686	25753	2439
21538	7137	11715	16687	25752	1384
21542	7132	11711	16691	25748	635
21543	7131	11710	16692	25747	824
21549	7094	11705	16839	25733	1549
21550	7093	11704	16840	25732	1530
21551	7092	11703	16841	25731	2911
21595	9291	11700	16847	28641	2907
21599	7086	11696	16851	25724	2877
21608	7078	11683	16882	25717	1518
21609	7077	11682	16883	25716	1517
21610	7076	11681	16884	25715	1516
21611	7075	11680	16885	25714	1515
21614	7071	11677	16894	25712	1812
21615	7069	11676	16895	25711	1996
21616	7068	11675	16896	25710	1997
21618	7067	11674	16897	25709	1126
21619	7031	11673	16922	25708	1799
21620	7030	11672	16923	25707	1800
21621	7028	11671	16924	25706	1801
21622	7027	11670	16925	25705	1802
21624	7025	11669	16927	25703	1078
21625	7024	11668	16928	25702	1807
21626	7022	11665	16930	25701	1808
21627	7021	11664	16931	25700	1512
21628	7020	11663	16932	25699	1507
21629	7019	11662	16933	25698	3378
21630	7018	11661	16934	25697	1505
21631	7017	11660	16935	25696	1504
21640	7488	11659	16948	25692	1493
21641	7489	11658	16949	25691	1490
21643	7492	11656	16952	25689	2202
21644	7493	11655	16953	25688	1489
21645	7494	11654	16954	25687	1488
21646	7495	11653	16955	25686	1487
21648	7497	11651	16956	25684	1484
21649	7498	11650	16957	25683	1483
21650	7499	11649	16958	25682	1482
21651	7500	11648	16959	25681	1481
21652	7501	11647	16960	25680	1480
21653	7502	11646	16961	25679	1467
21654	7503	11645	16962	25678	1466
21655	7504	11644	16963	25677	1465
21656	7505	11643	16964	25676	1464
21657	7506	11642	16965	25675	1463
21658	7507	11641	16966	25674	1462
21659	7508	11640	16967	25673	1461
21660	7510	11639	16968	25672	1460
21661	7511	11638	16969	25671	1459
21662	7512	11637	16970	25670	1458
21664	7514	11635	16972	25669	1456
21665	7515	11634	16973	25668	1454
21666	7516	11633	16974	25667	1453
21667	7517	11632	16976	25666	1449
21668	7518	11631	16977	25665	1448
21669	7519	11630	16978	25664	1447
21670	7520	11629	16979	25663	1446
21672	7521	11628	16980	25662	1445
21674	7524	11626	16982	25660	1443
21677	7527	11624	16985	25657	1441
21678	7528	11623	16986	25656	1440
21679	7529	11622	16987	25655	1439
21680	7530	11621	16988	25654	1438
21681	7531	11620	16989	25653	1436
21682	7532	11619	16990	25652	1435
21693	7657	11574	17006	25620	1433
21694	7658	11573	17007	25619	1432
21696	7660	11570	17009	25617	1430
21697	7661	11569	17010	25616	1429
21698	7662	11568	17011	25615	1428
21699	7663	11567	17012	25614	1427
21700	7664	11566	17013	25613	1426
21701	7665	11565	17014	25612	1425
21703	7684	11562	17031	25610	1423
21705	7686	11560	17032	25608	1421
21719	7687	11546	17035	25601	1420
21720	7689	11545	17036	25600	1419
21723	7692	11542	17049	25597	1410
