locus_tag	gene	baseMean	log2FoldChange	padj	significant	species	locus_family	WP_num	gene_description	start	stop	strand
STM14_RS00335	NA	46.66959071144691	-0.7444727746273072	0.1207453271082738	FALSE	S_typhimurium_14028s	1360	WP_000015983.1	DNA polymerase III subunit theta	53350	53674	+
STM14_RS00345	NA	2.3750483266568096	-2.9952135038204175	0.23873580112885623	FALSE	S_typhimurium_14028s	1388	WP_000741240.1	single-stranded DNA-binding protein SSB2	54374	54893	+
STM14_RS00350	NA	1.3090469055068548	-0.5764499395253857	NA	NA	S_typhimurium_14028s	5162	WP_000131520.1	DUF905 domain-containing protein	54947	55190	+
STM14_RS00355	NA	4.305105731817691	0.37523084306775284	0.8311255406577744	FALSE	S_typhimurium_14028s	8105	WP_000117513.1	ParB/RepB/Spo0J family partition protein	55258	57256	+
STM14_RS00365	NA	4.410248120532126	-0.1571583424508265	0.9330731844765063	FALSE	S_typhimurium_14028s	5914	WP_000581933.1	plasmid SOS inhibition protein A	57726	58464	+
STM14_RS00380	NA	37.8040224398685	-0.18560448250693257	0.7420749598838761	FALSE	S_typhimurium_14028s	4817	WP_001526856.1	transglycosylase SLT domain-containing protein	60102	60573	-
STM14_RS00385	NA	39.8912998886239	-0.10240017992791192	0.8979765120145369	FALSE	S_typhimurium_14028s	8759	WP_001151546.1	relaxosome protein TraM	60987	61368	+
STM14_RS00390	NA	8.291457064979474	-0.40815676696724473	0.786712109630877	FALSE	S_typhimurium_14028s	12870	WP_000336297.1	PAS domain-containing protein	61560	62247	+
STM14_RS00400	traL	3.4125461446101886	-2.018687064485406	0.21903302440822406	FALSE	S_typhimurium_14028s	8107	WP_000012129.1	traL - type IV conjugative transfer system protein TraL	62986	63298	+
STM14_RS00415	NA	2.629954499674217	-0.9131006938372721	0.681230297226642	FALSE	S_typhimurium_14028s	6695	WP_000146700.1	conjugal transfer protein TraB	64612	66034	+
STM14_RS00450	traC	10.742756089413477	-1.1392579561315999	0.20154894027290596	FALSE	S_typhimurium_14028s	5625	WP_000793310.1	traC - type IV secretion system protein TraC	68566	71215	+
STM14_RS00470	NA	1.747557663328209	-0.03523665481129332	0.9894382697592972	FALSE	S_typhimurium_14028s	12875	WP_010999945.1	hypothetical protein	73212	73521	+
STM14_RS00475	trbC	1.2743781358300055	-1.8384175962110128	NA	NA	S_typhimurium_14028s	6707	WP_000554823.1	trbC - type-F conjugative transfer system pilin assembly protein TrbC	73505	74144	+
STM14_RS00485	traN	13.865165643112293	-0.38081159066422915	0.6180656588753267	FALSE	S_typhimurium_14028s	6709	WP_000827528.1	traN - type-F conjugative transfer system mating-pair stabilization protein TraN	74596	76423	+
STM14_RS00495	traF	3.7899413065377527	-1.0022676540775957	0.5560022288076562	FALSE	S_typhimurium_14028s	6711	WP_001226854.1	traF - type-F conjugative transfer system pilin assembly protein TraF	76660	77410	+
STM14_RS00500	traQ	1.1937654676797136	0.1763177947318932	NA	NA	S_typhimurium_14028s	10778	WP_001233881.1	traQ - type-F conjugative transfer system pilin chaperone TraQ	77623	77917	+
STM14_RS00510	NA	5.137691495881731	-1.3283391323826357	0.24807252627768542	FALSE	S_typhimurium_14028s	5631	WP_001161719.1	conjugal transfer protein TraH	78441	79824	+
STM14_RS00515	traG	69.11373180004304	-0.8608528534982178	0.0056756457356363504	FALSE	S_typhimurium_14028s	6718	WP_001007086.1	traG - conjugal transfer mating pair stabilization protein TraG	79820	82643	+
STM14_RS00520	NA	146.09069453388096	-0.37280298227123243	0.221837646322677	FALSE	S_typhimurium_14028s	12876	WP_010999946.1	entry exclusion protein	82658	83153	+
STM14_RS00525	NA	533.8755155111277	0.1759127964486213	0.5216372029663301	FALSE	S_typhimurium_14028s	7086	WP_000782438.1	complement resistance protein TraT	83188	83920	+
STM14_RS00530	traD	13.79964423198459	-1.1703373751910535	0.19522300544120608	FALSE	S_typhimurium_14028s	6544	WP_000009318.1	traD - type IV conjugative transfer system coupling protein TraD	84296	86459	+
STM14_RS00535	vapC	20.07593861380477	-2.807253708488395	9.316657569283084e-4	TRUE	S_typhimurium_14028s	7789	WP_000911322.1	vapC - tRNA(fMet)-specific endonuclease VapC	86467	86866	-
STM14_RS00540	vapB	22.348144123917734	-2.5548960347097	1.448646189005435e-4	TRUE	S_typhimurium_14028s	7814	WP_000450265.1	vapB - toxin-antitoxin system antitoxin VapB	86865	87093	-
STM14_RS00545	traI	56.150420037283034	-0.49361426119399954	0.261798472250596	FALSE	S_typhimurium_14028s	6720	WP_000986921.1	traI - conjugative transfer relaxase/helicase TraI	87174	92433	+
STM14_RS00550	traX	5.892950740046059	-0.8245556466197065	0.45747570615088096	FALSE	S_typhimurium_14028s	6725	WP_000177629.1	traX - conjugal transfer pilus acetylase TraX	92452	93193	+
STM14_RS00555	NA	26.712400233808413	-1.0951861919881283	0.05526770219382398	FALSE	S_typhimurium_14028s	10779	WP_000139307.1	fertility inhibition protein FinO	93247	93811	+
STM14_RS00570	thrL	275.30482357749815	-0.6152849574354353	0.04935072083928332	FALSE	S_typhimurium_14028s	12422	WP_001575544.1	thrL - thr operon leader peptide	189	255	+
STM14_RS00575	thrA	162.95816665686368	-0.5899166415800257	0.07108704948579903	FALSE	S_typhimurium_14028s	2524	WP_001264681.1	thrA - bifunctional aspartate kinase/homoserine dehydrogenase I	336	2799	+
STM14_RS00580	thrB	50.83025869723437	-0.08807076414027104	0.9112315795135083	FALSE	S_typhimurium_14028s	3104	WP_000241685.1	thrB - homoserine kinase	2800	3730	+
STM14_RS00585	thrC	144.71177433376613	0.16953097596333916	0.6667797194048266	FALSE	S_typhimurium_14028s	3105	WP_000781105.1	thrC - threonine synthase	3733	5020	+
STM14_RS00590	yaaA	74.03649050920346	0.5884788912538589	0.16096819221359404	FALSE	S_typhimurium_14028s	3106	WP_000906175.1	yaaA - peroxide stress protein YaaA	5113	5887	-
STM14_RS00595	NA	86.48476713238031	-1.1908841655808946	1.1743767370841626e-5	TRUE	S_typhimurium_14028s	2076	WP_001113820.1	sodium:alanine symporter family protein	5965	7396	-
STM14_RS00600	tal	1810.7061681660193	1.3577395621667705	1.7891952347709403e-5	TRUE	S_typhimurium_14028s	976	WP_000130175.1	tal - transaldolase	7664	8618	+
STM14_RS00605	mog	219.26796669174288	-0.019926240241162827	0.9595261955454188	FALSE	S_typhimurium_14028s	2658	WP_000380372.1	mog - molybdopterin adenylyltransferase	8728	9319	+
STM14_RS00610	satP	163.44345279943047	-2.0696423434369917	1.5744498673301973e-12	TRUE	S_typhimurium_14028s	3107	WP_000528527.1	satP - acetate uptake transporter	9375	9942	-
STM14_RS00615	msyB	5.735733421256096	-1.0782144594800258	0.5526989464404054	FALSE	S_typhimurium_14028s	6940	WP_001103477.1	msyB - acidic protein MsyB	10091	10805	-
STM14_RS00620	NA	10.432991742565813	0.2487123893734918	0.7686611674281445	FALSE	S_typhimurium_14028s	6941	WP_001258094.1	DUF2541 family protein	10840	11245	-
STM14_RS00625	dnaK	1347.1804547082795	2.0225420139678882	3.998577929113027e-8	TRUE	S_typhimurium_14028s	2390	WP_000516125.1	dnaK - molecular chaperone DnaK	11592	13509	+
STM14_RS00630	dnaJ	296.20034280070774	1.4086258972672454	2.766080612015835e-5	TRUE	S_typhimurium_14028s	2835	WP_001119009.1	dnaJ - molecular chaperone DnaJ	13594	14734	+
STM14_RS00635	NA	28.20744370427912	0.02790692007184379	0.9722957261997305	FALSE	S_typhimurium_14028s	8195	WP_000534902.1	LysR family transcriptional regulator	15013	15961	+
STM14_RS00640	NA	3.310312021727698	-0.91130949316412	0.6541850320161722	FALSE	S_typhimurium_14028s	8792	WP_000026889.1	phage holin family protein	16087	16432	+
STM14_RS00645	NA	3.1624935165448926	-0.5198100232775756	0.8033391000083371	FALSE	S_typhimurium_14028s	5919	WP_001068132.1	glycoside hydrolase family 108 protein	16492	17026	-
STM14_RS00650	NA	1.1567221387547633	-2.6567858057262415	NA	NA	S_typhimurium_14028s	7476	WP_000860684.1	transcriptional regulator	17042	17486	-
STM14_RS00655	NA	17.592057504022236	-0.46117490503881836	0.4965113984067507	FALSE	S_typhimurium_14028s	7561	WP_000235798.1	glycosyl hydrolase family 18 protein	17866	19966	+
STM14_RS00660	NA	13.314377121045565	-0.12884436499804391	0.8830592494365549	FALSE	S_typhimurium_14028s	12423	WP_000155792.1	chitinase	20057	23054	+
STM14_RS00665	NA	1.839012151100578	-1.1056457602470091	0.621710734004581	FALSE	S_typhimurium_14028s	9733	WP_000738617.1	winged helix-turn-helix transcriptional regulator	23334	24039	+
STM14_RS00670	NA	4.609553301490486	-1.48157542188356	0.2168053276994157	FALSE	S_typhimurium_14028s	505	WP_000743357.1	fimbrial protein BcfA	24468	25011	+
STM14_RS00675	bcfB	4.971950939028786	1.9599475085608913	0.10502196541669027	FALSE	S_typhimurium_14028s	120	WP_000742551.1	bcfB - fimbrial biogenesis chaperone BcfB	25111	25798	+
STM14_RS00680	bcfC	14.108374284369427	0.3639884180890912	0.7037359214988396	FALSE	S_typhimurium_14028s	332	WP_001245854.1	bcfC - fimbrial usher BcfC	25802	28424	+
STM14_RS00685	NA	15.634923618238666	-0.6368470816054886	0.43608201304443156	FALSE	S_typhimurium_14028s	5453	WP_000701247.1	fimbrial protein BcfD	28424	29432	+
STM14_RS00690	NA	1.3391991764624362	0.4914268612535698	NA	NA	S_typhimurium_14028s	504	WP_001082039.1	fimbrial protein BcfE	29432	29978	+
STM14_RS00695	NA	3.080614831612855	-0.5879430233033397	0.7704033502123551	FALSE	S_typhimurium_14028s	1584	WP_001243232.1	fimbrial protein BcfF	29993	30512	+
STM14_RS00700	bcfG	3.278121039650632	0.6387562501693776	0.7507476556011833	FALSE	S_typhimurium_14028s	124	WP_001135039.1	bcfG - fimbrial chaperone BcfG	30477	31209	+
STM14_RS00705	NA	12.51296511016235	-0.671233285485845	0.36498351362317144	FALSE	S_typhimurium_14028s	10121	WP_000291392.1	DsbA family protein	31273	32119	+
STM14_RS00710	NA	42.91137001483463	-0.42987387546446965	0.41267818926869515	FALSE	S_typhimurium_14028s	12424	WP_000839833.1	hypothetical protein	32157	32445	+
STM14_RS00720	NA	5.674825800967938	-1.121038183070938	0.3718874485536968	FALSE	S_typhimurium_14028s	10864	WP_001247395.1	LysR family transcriptional regulator	33363	34368	+
STM14_RS00725	NA	3.8165989642667904	-1.1340074622408889	0.5134256222225015	FALSE	S_typhimurium_14028s	9551	WP_000158347.1	transcriptional regulator	34375	34816	-
STM14_RS00730	NA	24.92799681078863	-0.042055835434104634	0.9718206000237712	FALSE	S_typhimurium_14028s	7754	WP_001036514.1	aryl-sulfate sulfotransferase	35338	37057	+
STM14_RS00735	NA	22.925926273367008	-1.70046807732937	0.005430851319432296	TRUE	S_typhimurium_14028s	6263	WP_000262866.1	bifunctional metallophosphatase/5'-nucleotidase	37102	38674	-
STM14_RS00740	NA	1.53112154121737	-0.4364643977116755	NA	NA	S_typhimurium_14028s	10784	WP_000791534.1	hypothetical protein	38772	39534	-
STM14_RS00745	NA	30.878406112044225	-1.5426967676101113	0.004129318868581766	TRUE	S_typhimurium_14028s	9916	WP_000831880.1	sulfatase-like hydrolase/transferase	40130	41624	+
STM14_RS00750	NA	18.91293598604025	-0.5744658858302277	0.4557214653219314	FALSE	S_typhimurium_14028s	1672	WP_000971148.1	anaerobic sulfatase maturase	41722	42913	+
STM14_RS00755	NA	6.9936316276987736	-0.3560640306350096	0.8068865117183733	FALSE	S_typhimurium_14028s	10701	WP_001055831.1	hypothetical protein	42931	44185	+
STM14_RS00765	nhaA	182.512013275671	-0.36612639075084685	0.341446745691615	FALSE	S_typhimurium_14028s	2980	WP_000681340.1	nhaA - Na+/H+ antiporter NhaA	46189	47356	+
STM14_RS00770	nhaR	181.8521466663117	-0.8172619800168129	0.012072233598447606	FALSE	S_typhimurium_14028s	4433	WP_000062871.1	nhaR - transcriptional activator NhaR	47417	48317	+
STM14_RS00775	NA	23.673291921832586	0.12900869812982343	0.871997871629234	FALSE	S_typhimurium_14028s	7565	WP_001116457.1	glycoside hydrolase family 31 protein	48371	50411	-
STM14_RS00780	NA	2.110647194245821	-0.025900822210158176	0.9919893542998467	FALSE	S_typhimurium_14028s	7336	WP_000099996.1	MFS transporter	50450	51824	-
STM14_RS00785	rpsT	6577.670892762894	-0.8699425059196457	0.03342816581180612	FALSE	S_typhimurium_14028s	3108	WP_001518655.1	rpsT - 30S ribosomal protein S20	52279	52543	-
STM14_RS00790	NA	5.465748880761407	-0.4155041079024274	0.807519912536849	FALSE	S_typhimurium_14028s	7099	WP_001575565.1	YaaY family protein	52648	52864	+
STM14_RS00795	ribF	411.79258939003176	-0.6786690002851683	0.003462758541455564	FALSE	S_typhimurium_14028s	3109	WP_000767311.1	ribF - bifunctional riboflavin kinase/FAD synthetase	52871	53810	+
STM14_RS00800	ileS	695.7507639096036	-0.17577697959785912	0.5189838395214259	FALSE	S_typhimurium_14028s	2527	WP_001670710.1	ileS - isoleucine--tRNA ligase	53854	56689	+
STM14_RS00805	lspA	234.96743225379052	0.33080814860878954	0.2988790146768191	FALSE	S_typhimurium_14028s	2981	WP_000042739.1	lspA - signal peptidase II	56688	57189	+
STM14_RS00810	fkpB	107.41315493667749	-0.49593792771923956	0.12908659107817771	FALSE	S_typhimurium_14028s	2660	WP_000047269.1	fkpB - FKBP-type peptidyl-prolyl cis-trans isomerase	57343	57793	+
STM14_RS00815	ispH	296.6045191922189	-0.19080236262569503	0.5596261541594464	FALSE	S_typhimurium_14028s	3110	WP_001166422.1	ispH - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	57795	58746	+
STM14_RS00820	NA	94.20408544776562	-1.1064884380698596	3.7935844069961444e-4	TRUE	S_typhimurium_14028s	12425	WP_000516322.1	nitrite reductase	58945	60148	+
STM14_RS00825	rihC	66.01189190461542	0.31505895710473775	0.5399574868231013	FALSE	S_typhimurium_14028s	1518	WP_000127283.1	rihC - ribonucleoside hydrolase RihC	60163	61084	+
STM14_RS00830	NA	12.480218883668025	1.395047792177073	0.2203781993045529	FALSE	S_typhimurium_14028s	1701	WP_000377406.1	response regulator	61105	61792	-
STM14_RS00835	NA	23.774062673468677	-0.43289527993771426	0.5329998409826501	FALSE	S_typhimurium_14028s	1796	WP_001737977.1	sensor histidine kinase	61793	63413	-
STM14_RS00855	citS	2.797765976255753	-3.1846946001031307	0.060290075799868885	FALSE	S_typhimurium_14028s	7682	WP_000183602.1	citS - citrate/sodium symporter CitS	67051	68392	-
STM14_RS00860	citC	1.075456492336507	-1.5456221449159648	NA	NA	S_typhimurium_14028s	2175	WP_001181453.1	citC - [citrate (pro-3S)-lyase] ligase	68636	69680	+
STM14_RS00875	citF	3.3135130669112085	0.3000085117365395	0.8824892432237762	FALSE	S_typhimurium_14028s	2168	WP_000665573.1	citF - citrate lyase subunit alpha	70879	72400	+
STM14_RS00885	citG	8.788545286569422	-0.25806506168375787	0.845373281851138	FALSE	S_typhimurium_14028s	2042	WP_001103238.1	citG - triphosphoribosyl-dephospho-CoA synthase CitG	72928	73837	+
STM14_RS00890	dapB	226.1984665162995	0.8364804287375281	0.0032523040948909785	FALSE	S_typhimurium_14028s	3111	WP_000544031.1	dapB - 4-hydroxy-tetrahydrodipicolinate reductase	74016	74838	+
STM14_RS00900	carA	196.18209679577143	0.9265991635615328	2.0906804639592093e-4	FALSE	S_typhimurium_14028s	3112	WP_000597287.1	carA - glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	75880	77029	+
STM14_RS00905	carB	205.0803065012299	0.9864746084726045	3.251864678217299e-4	FALSE	S_typhimurium_14028s	3113	WP_001126305.1	carB - carbamoyl-phosphate synthase large subunit	77047	80275	+
STM14_RS00910	tnpA	116.54339061766862	-0.5029096595486648	0.18982168540608255	FALSE	S_typhimurium_14028s	1215	WP_000502119.1	tnpA - IS200/IS605-like element IS200F family transposase	80498	80957	+
STM14_RS00915	caiF	37.56913383195983	-0.9748396284476267	0.0344691460800313	FALSE	S_typhimurium_14028s	7100	WP_000333324.1	caiF - carnitine metabolism transcriptional regulator CaiF	81259	81655	+
STM14_RS00920	caiE	4.690708288730184	0.8893166938906387	0.5773139184501912	FALSE	S_typhimurium_14028s	2256	WP_000122861.1	caiE - carnitine operon protein CaiE	81731	82328	-
STM14_RS00925	caiD	2.7995250931137194	-1.953736511321819	0.3755228526124239	FALSE	S_typhimurium_14028s	6208	WP_000004385.1	caiD - crotonobetainyl-CoA hydratase	82436	83222	-
STM14_RS00930	caiC	11.339230521606678	-0.7245715728539318	0.31781867475160347	FALSE	S_typhimurium_14028s	6089	WP_000355806.1	caiC - crotonobetaine/carnitine-CoA ligase	83275	84829	-
STM14_RS00935	caiB	21.46547985110019	-1.3186595960118068	0.20476072915335597	FALSE	S_typhimurium_14028s	6550	WP_001016212.1	caiB - L-carnitine CoA-transferase	84891	86109	-
STM14_RS00940	caiA	6.00768007540505	-3.9341658169245344	0.011660178336020715	FALSE	S_typhimurium_14028s	4665	WP_000347134.1	caiA - crotonobetainyl-CoA dehydrogenase	86220	87363	-
STM14_RS00945	caiT	1.5126612936219335	-3.0976993338416388	NA	NA	S_typhimurium_14028s	6296	WP_000787076.1	caiT - L-carnitine/gamma-butyrobetaine antiport BCCT transporter	87397	88915	-
STM14_RS00955	NA	3.1254214057085576	-0.1459484394101793	0.9626986284825976	FALSE	S_typhimurium_14028s	4900	WP_000692185.1	electron transfer flavoprotein FixA	89395	90166	+
STM14_RS00965	NA	1.605946028630793	-4.0041541807411285	0.1155611022392266	FALSE	S_typhimurium_14028s	3086	WP_001287777.1	FAD-dependent oxidoreductase	91172	92459	+
STM14_RS00975	NA	32.681190667988254	-0.4409119425095469	0.5605408040752056	FALSE	S_typhimurium_14028s	6765	WP_001737995.1	MFS transporter	92889	94230	+
STM14_RS00980	NA	336.44648523130616	6.350323429548811	8.625787152559388e-36	TRUE	S_typhimurium_14028s	191	WP_001172089.1	YgdI/YgdR family lipoprotein	94318	94549	+
STM14_RS00985	NA	69.87579477851487	-0.14700219121425917	0.7409142019669819	FALSE	S_typhimurium_14028s	12427	WP_000802644.1	hypothetical protein	94842	95259	+
STM14_RS00990	srfN	39.540613926773354	0.48785115103917837	0.4552260394956055	FALSE	S_typhimurium_14028s	628	WP_000745961.1	srfN - DUF1471 family virulence protein SrfN	95482	95773	-
STM14_RS01000	NA	12.58412950792101	-0.9537281067171032	0.26076571217808775	FALSE	S_typhimurium_14028s	8601	WP_000066317.1	sulfatase-like hydrolase/transferase	96670	98560	+
